4.498937129974365234e+00 3.891763000000000000e+06
8.249213933944702148e+00 3.515731000000000000e+06
1.190428686141967773e+01 2.995652500000000000e+06
1.557341480255126953e+01 2.570343500000000000e+06
1.925536894798278809e+01 2.392817500000000000e+06
2.289433908462524414e+01 2.269273000000000000e+06
2.652228879928588867e+01 2.177741000000000000e+06
3.011997890472412109e+01 2.104452500000000000e+06
3.375603890419006348e+01 2.045420500000000000e+06
3.739856505393981934e+01 1.997418500000000000e+06
4.104145002365112305e+01 1.967687875000000000e+06
4.470926403999328613e+01 1.972505125000000000e+06
4.840650010108947754e+01 1.999077000000000000e+06
5.197847914695739746e+01 2.096458750000000000e+06
5.561413979530334473e+01 1.963046875000000000e+06
5.925830912590026855e+01 2.058191625000000000e+06
6.284700703620910645e+01 1.929943375000000000e+06
6.646924376487731934e+01 2.037859625000000000e+06
7.009948706626892090e+01 1.882067250000000000e+06
7.374140906333923340e+01 1.991536750000000000e+06
7.738640403747558594e+01 1.853177875000000000e+06
8.098891687393188477e+01 1.970887500000000000e+06
8.459304189682006836e+01 1.818383375000000000e+06
8.821510696411132812e+01 1.940054375000000000e+06
9.181399297714233398e+01 1.792268625000000000e+06
9.543569684028625488e+01 1.919651875000000000e+06
9.907408905029296875e+01 1.764893750000000000e+06
1.027227251529693604e+02 1.896061875000000000e+06
1.063631010055541992e+02 1.747073250000000000e+06
1.099768960475921631e+02 1.882928125000000000e+06
1.135385751724243164e+02 1.727732250000000000e+06
1.173333718776702881e+02 1.863794750000000000e+06
1.215710561275482178e+02 1.718830500000000000e+06
1.261978869438171387e+02 1.852895000000000000e+06
1.304847559928894043e+02 1.707694500000000000e+06
1.341377520561218262e+02 1.840429875000000000e+06
1.377784609794616699e+02 1.692254125000000000e+06
1.413970649242401123e+02 1.827953375000000000e+06
1.449865448474884033e+02 1.671728000000000000e+06
1.486202619075775146e+02 1.813157500000000000e+06
1.522404978275299072e+02 1.646816875000000000e+06
1.558252699375152588e+02 1.801008875000000000e+06
1.595319721698760986e+02 1.613987875000000000e+06
1.633320901393890381e+02 1.783375000000000000e+06
1.670098309516906738e+02 1.580721750000000000e+06
1.707550070285797119e+02 1.763443000000000000e+06
1.743702011108398438e+02 1.560476875000000000e+06
1.779827959537506104e+02 1.755228875000000000e+06
1.816213748455047607e+02 1.552505875000000000e+06
1.852015209197998047e+02 1.755367250000000000e+06
1.887914390563964844e+02 1.517446875000000000e+06
1.924388778209686279e+02 1.704727750000000000e+06
1.960297269821166992e+02 1.518475875000000000e+06
1.996564669609069824e+02 1.708171125000000000e+06
2.032216169834136963e+02 1.488485500000000000e+06
2.068355021476745605e+02 1.689094625000000000e+06
2.104076960086822510e+02 1.486547375000000000e+06
2.139849238395690918e+02 1.704196875000000000e+06
2.175718550682067871e+02 1.487742500000000000e+06
2.211648950576782227e+02 1.681882500000000000e+06
2.247767610549926758e+02 1.565662750000000000e+06
2.283910567760467529e+02 1.656564250000000000e+06
2.320003697872161865e+02 1.649580000000000000e+06
2.356024439334869385e+02 1.682467500000000000e+06
2.391996741294860840e+02 1.609919250000000000e+06
2.427899310588836670e+02 1.730792375000000000e+06
2.464072430133819580e+02 1.497725875000000000e+06
2.500234930515289307e+02 1.714987125000000000e+06
2.536570658683776855e+02 1.425151625000000000e+06
2.573601729869842529e+02 1.653203250000000000e+06
2.609610219001770020e+02 1.416911500000000000e+06
2.645473909378051758e+02 1.633462000000000000e+06
2.681959550380706787e+02 1.404376750000000000e+06
2.717819609642028809e+02 1.650430000000000000e+06
2.753781161308288574e+02 1.380276000000000000e+06
2.789855310916900635e+02 1.657933375000000000e+06
2.825858039855957031e+02 1.357790625000000000e+06
2.864364809989929199e+02 1.622310750000000000e+06
2.903768918514251709e+02 1.359966625000000000e+06
2.939589948654174805e+02 1.609762875000000000e+06
2.975885570049285889e+02 1.356801750000000000e+06
3.012357161045074463e+02 1.604434500000000000e+06
3.048286039829254150e+02 1.338288250000000000e+06
3.085693051815032959e+02 1.600399500000000000e+06
3.122097449302673340e+02 1.314470375000000000e+06
3.158656160831451416e+02 1.591658875000000000e+06
3.195706701278686523e+02 1.324556875000000000e+06
3.232204549312591553e+02 1.578247500000000000e+06
3.269342849254608154e+02 1.412703250000000000e+06
3.305893108844757080e+02 1.526370875000000000e+06
3.342542150020599365e+02 1.579504250000000000e+06
3.379208660125732422e+02 1.524363625000000000e+06
3.415915598869323730e+02 1.616911625000000000e+06
3.453096799850463867e+02 1.631692500000000000e+06
3.490104949474334717e+02 1.476119250000000000e+06
3.526861100196838379e+02 1.688478500000000000e+06
3.564514150619506836e+02 1.310115375000000000e+06
3.608128039836883545e+02 1.623952000000000000e+06
3.645050768852233887e+02 1.265789750000000000e+06
3.681608450412750244e+02 1.560170500000000000e+06
3.717479281425476074e+02 1.276139500000000000e+06
3.754135169982910156e+02 1.588182625000000000e+06
3.789997591972351074e+02 1.243981500000000000e+06
3.825438299179077148e+02 1.582407500000000000e+06
3.861347398757934570e+02 1.232552500000000000e+06
3.898208451271057129e+02 1.558405500000000000e+06
3.986014599800109863e+02 1.238154625000000000e+06
4.025116238594055176e+02 1.541761375000000000e+06
4.066006541252136230e+02 1.253257000000000000e+06
4.103644227981567383e+02 1.539267625000000000e+06
4.143657050132751465e+02 1.252473000000000000e+06
4.183471350669860840e+02 1.541279500000000000e+06
4.224561018943786621e+02 1.215894000000000000e+06
4.263070309162139893e+02 1.541228875000000000e+06
4.302215201854705811e+02 1.177147125000000000e+06
4.339809210300445557e+02 1.515482875000000000e+06
4.377690491676330566e+02 1.269596125000000000e+06
4.415466909408569336e+02 1.487529375000000000e+06
4.453659880161285400e+02 1.493582125000000000e+06
4.493698160648345947e+02 1.429281375000000000e+06
4.532687559127807617e+02 1.584864875000000000e+06
4.570872089862823486e+02 1.538543000000000000e+06
4.609220499992370605e+02 1.454557500000000000e+06
4.648285760879516602e+02 1.602392750000000000e+06
4.686492280960083008e+02 1.315764000000000000e+06
4.729499599933624268e+02 1.594518875000000000e+06
4.770000469684600830e+02 1.260989625000000000e+06
4.808356008529663086e+02 1.545561000000000000e+06
4.845952780246734619e+02 1.258766750000000000e+06
4.885043058395385742e+02 1.507368375000000000e+06
4.923241221904754639e+02 1.276529750000000000e+06
4.960432398319244385e+02 1.494923250000000000e+06
4.998506999015808105e+02 1.283197875000000000e+06
5.036203119754791260e+02 1.538580875000000000e+06
5.073742179870605469e+02 1.214848500000000000e+06
5.111979880332946777e+02 1.600748625000000000e+06
5.149264039993286133e+02 1.084152250000000000e+06
5.187012810707092285e+02 1.475579500000000000e+06
5.224034130573272705e+02 1.203338875000000000e+06
5.261069240570068359e+02 1.582855875000000000e+06
5.300247819423675537e+02 1.079936500000000000e+06
5.337440669536590576e+02 1.411617000000000000e+06
5.374519958496093750e+02 1.217413375000000000e+06
5.415533978939056396e+02 1.488838125000000000e+06
5.478041388988494873e+02 1.195884875000000000e+06
5.556652910709381104e+02 1.413623750000000000e+06
5.633042838573455811e+02 1.255583625000000000e+06
5.702944030761718750e+02 1.460379500000000000e+06
5.771348769664764404e+02 1.157597750000000000e+06
5.822454099655151367e+02 1.483634250000000000e+06
5.862641777992248535e+02 1.130041625000000000e+06
5.899537489414215088e+02 1.536680750000000000e+06
5.935982990264892578e+02 1.230630875000000000e+06
5.974915208816528320e+02 1.538335000000000000e+06
6.016039760112762451e+02 1.238918625000000000e+06
6.053121340274810791e+02 1.467135750000000000e+06
6.089125070571899414e+02 1.336552125000000000e+06
6.130475010871887207e+02 1.440244875000000000e+06
6.174001469612121582e+02 1.449844625000000000e+06
6.216888749599456787e+02 1.434139500000000000e+06
6.266918048858642578e+02 1.485979375000000000e+06
6.326214039325714111e+02 1.474647750000000000e+06
6.369308648109436035e+02 1.405595875000000000e+06
6.406915991306304932e+02 1.517219500000000000e+06
6.443490679264068604e+02 1.310123250000000000e+06
6.480421140193939209e+02 1.514044500000000000e+06
6.519791548252105713e+02 1.283933750000000000e+06
6.557726039886474609e+02 1.481193375000000000e+06
6.595401651859283447e+02 1.288151000000000000e+06
6.634522140026092529e+02 1.453407625000000000e+06
6.673751890659332275e+02 1.282468625000000000e+06
6.711351931095123291e+02 1.448370500000000000e+06
6.749057888984680176e+02 1.258680000000000000e+06
